Ticker,Option Type,Alerted At,Day of Week,Time of Day,Expiry,Days to Exp.,Strike,Underlying,Diff %,Volume,Open Interest,Vol/OI,Implied Volatility,Delta,Gamma,Vega,Theta,Rho,Alert Ask,Score
BKKT,Call,2021-12-23 12:59,NEW|Thursday,NEW|12:59,2021-12-31,NEW|7,NEW|$12,NEW|$10.71,NEW|12.04%,NEW|1746,NEW|569,NEW|306.85,NEW|148.53%,NEW|0.3229,NEW|0.1638,NEW|0.0057,NEW|-0.0494,NEW|0.0007,NEW|$50,0%
BILI,Put,2021-12-23 12:59,BEST|Thursday,OKAY|12:59,2022-02-18,OKAY|56,OKAY|$40,OKAY|$45.86,BEST|-12.78%,BAD|273,OKAY|23,BAD|1186.96,BAD|81.3%,BEST|-0.2773,BAD|0.0228,BEST|0.0608,BEST|-0.0431,BAD|-0.0226,OKAY|$310,57.81%
FCX,Call,2021-12-23 13:06,OKAY|Thursday,BAD|13:06,2021-12-31,BEST|7,OKAY|$44,BAD|$41.11,BAD|7.03%,BAD|2084,BAD|96,OKAY|2170.83,OKAY|37.23%,BAD|0.1208,BAD|0.0865,BAD|0.0124,OKAY|-0.028,BAD|0.0011,BAD|$14,37.5%
TME,Call,2021-12-23 13:09,BAD|Thursday,BAD|13:09,2022-02-18,BAD|56,OKAY|$8,BEST|$6.51,BAD|22.89%,BAD|1917,BAD|104,BAD|1843.27,BAD|62.9%,BAD|0.2454,OKAY|0.1924,OKAY|0.0081,GOOD|-0.0045,BAD|0.0022,OKAY|$22,39.06%
UVXY,Call,2021-12-23 13:17,OKAY|Thursday,BAD|13:17,2022-02-18,OKAY|56,BAD|$10,OKAY|$13.98,GOOD|-28.47%,OKAY|285,BAD|71,BAD|401.41,OKAY|117.06%,BAD|0.8292,OKAY|0.0394,OKAY|0.0139,BAD|-0.0142,BAD|0.0088,OKAY|$475,40.62%
CPNG,Call,2021-12-23 13:20,GOOD|Thursday,BAD|13:20,2022-01-21,BAD|28,OKAY|$32.5,BEST|$30.19,OKAY|7.65%,BAD|15544,BAD|4764,BAD|326.28,OKAY|42.61%,BAD|0.2987,BEST|0.0928,BAD|0.0296,BEST|-0.0222,GOOD|0.0066,BAD|$65,50%
NVDA,Put,2021-12-23 13:35,OKAY|Thursday,BAD|13:35,2021-12-31,OKAY|7,BAD|$282.5,BEST|$297.61,BAD|-5.08%,BAD|2030,BEST|602,OKAY|337.21,BEST|43.22%,BAD|-0.1992,OKAY|0.0146,OKAY|0.124,BEST|-0.3323,BEST|-0.0127,BAD|$220,56.25%
RIOT,Call,2021-12-23 13:42,BAD|Thursday,OKAY|13:42,2021-12-31,GOOD|7,BEST|$27,GOOD|$25.62,GOOD|5.39%,OKAY|8616,GOOD|1696,OKAY|508.02,BEST|100.03%,GOOD|0.3921,GOOD|0.1012,BEST|0.0146,OKAY|-0.0928,BAD|0.002,BAD|$99,64.06%
STNE,Call,2021-12-23 13:53,BAD|Thursday,BAD|13:53,2021-12-31,OKAY|7,BAD|$18.5,BAD|$17.43,BAD|6.14%,OKAY|834,BAD|3,BAD|27800,BAD|119.03%,OKAY|0.4002,BAD|0.1209,BAD|0.01,OKAY|-0.0789,BAD|0.0012,OKAY|$95,32.81%
LAZR,Call,2021-12-23 13:53,BAD|Thursday,OKAY|13:53,2021-12-31,BAD|7,GOOD|$18.5,BEST|$17.32,OKAY|6.81%,BEST|1561,BAD|43,BEST|3630.23,BAD|61.75%,GOOD|0.2459,BEST|0.2014,OKAY|0.0081,GOOD|-0.0308,BEST|0.0008,OKAY|$25,64.06%
ALLK,Call,2021-12-23 13:55,NEW|Thursday,NEW|13:55,2022-01-21,NEW|28,NEW|$12.5,NEW|$10.47,NEW|19.39%,NEW|6989,NEW|38,NEW|18392.11,NEW|191.47%,NEW|0.4699,NEW|0.0723,NEW|0.0117,NEW|-0.0376,NEW|0.0025,NEW|$160,0%

