avg_seven_day_return,bid,avg_three_day_return,buy_amount,option_type,days_to_expiry,company_name,time_spent_below_zero_in_hours,time_to_first_minus_fifty,industry_type,tier,tags,alert_time,time_to_first_minus_fifty_timestamp,time_to_first_minus_fourty,ticker_symbol,time_to_first_plus_twenty,high_return,time_spent_above_fifty_in_hours,expires_at,time_to_first_plus_twenty_timestamp,time_to_first_minus_ten,amount_of_time_below_zero_percent,avg_one_day_return,strike_price,delta,time_to_first_minus_twenty,itm_time,amount_of_time_above_itm_percent,implied_volatility,time_to_first_plus_fourty,time_to_first_minus_twenty_timestamp,time_to_first_plus_thirty,rho,avg_return,current_return,gamma,high_date_time,time_to_first_minus_fourty_timestamp,low_date_time,time_to_first_plus_fourty_timestamp,time_to_first_plus_hundred_timestamp,amount_of_time_above_ten_percent,amount_of_time_above_hundred_percent,time_to_first_plus_hundred,time_to_first_minus_ten_timestamp,time_to_first_minus_thirty_timestamp,ever_itm,high_diff_time,avg_twentyone_day_return,theo,time_to_first_plus_ten,amount_of_time_above_fifty_percent,theta,time_to_first_plus_fifty,time_spent_above_thirty_in_hours,vega,low_diff_time,avg_fourteen_day_return,time_to_first_minus_thirty,underlying_purchase_price,amount_of_time_above_zero_percent,time_spent_above_hundred_in_hours,low,volume,avg_ask,high,time_to_first_plus_thirty_timestamp,option_symbol,ask,amount_of_time_above_thirty_percent,id,sector,emojis,low_return,time_to_first_plus_fifty_timestamp,open_interest,time_to_first_plus_ten_timestamp,diff
-5.318039625,0.67,-5.318039625,51512,put,-8,Nike  Inc. - Class B,9101.769167,358.8241667,Footwear Manufacturing,premium,-,2021-01-05 15:57:22Z,2021-01-20 14:46:49Z,358.8241667,NKE,,8.02919708,0,2021-01-22,,3.263333333,95.65217391,-5.318039625,130,-0.1315,3.738611111,,0,0.3292,,2021-01-05 19:41:41Z,,-0.9052,-52.14217709,-89.7810219,0.0212,2021-01-20 17:56:50Z,2021-01-20 14:46:49Z,2021-01-05 16:31:25Z,,,0,0,,2021-01-05 19:13:10Z,2021-01-20 14:46:49Z,FALSE,0.5675,-52.14217709,0.685,0.074166667,0,-0.0621,,0,0.0651,361.9911111,-21.78551376,358.8241667,140.5,4.347826087,0,0.05,752,0.327826087,0.74,,NKE210122P00130000,0.7,0,48feed87-d6f2-48a9-a3d3-5b834d3412fc,Consumer Non-Durables,,-92.70072993,,54,2021-01-05 16:01:49Z,-7.473309609
32.90598291,0.1,58.63395863,52972.5,put,-1,Barclays Bank PLC - ZC SP ETN REDEEM 23/01/2048 USD 27.193879 - Ser A,63247.42583,243.6111111,Commercial Banking,premium,-,2021-01-05 16:02:27Z,2021-01-15 19:39:07Z,239.5352778,VXX,0.961388889,138.0952381,2152.073056,2021-01-29,2021-01-05 17:00:08Z,144.0152778,69.48640483,65.01831502,14,-0.0615,144.5225,,0,0.756,4.951388889,2021-01-11 16:33:48Z,3.421388889,-0.0827,-12.53057114,-80.95238095,0.0336,2021-01-20 16:21:29Z,2021-01-15 15:34:34Z,2021-01-07 14:45:27Z,2021-01-05 20:59:32Z,2021-01-06 19:58:15Z,29.30513595,0.906344411,27.93,2021-01-11 16:03:22Z,2021-01-15 15:02:34Z,FALSE,46.71666667,-12.53057114,0.1039,0.213055556,15.10574018,-0.0091,4.951388889,3414.514722,0.0058,360.3172222,6.416620702,239.0019444,18.56,30.51359517,103.0936111,0.02,5045,0.0918429,0.25,2021-01-05 19:27:44Z,VXX210129P00014000,0.11,23.26283988,8e678196-e2f6-4352-9acc-d3c90683c8ca,Finance and Insurance,?????,-80.95238095,2021-01-05 20:59:32Z,510,2021-01-05 16:15:14Z,-24.56896552
-56.73932253,3.4,-56.73932253,2064300,call,-22,fuboTV Inc,3788.594444,4.950277778,Motion Picture and Video Production,free,-,2021-01-05 16:02:32Z,2021-01-05 20:59:33Z,4.950277778,FUBO,,8.571428571,0,2021-01-08,,0.211666667,97.93814433,-39.21978022,28,0.6473,3.891111111,2021-01-05 16:15:14Z,57.73195876,2.3509,,2021-01-05 19:56:00Z,,0.14,-56.73932253,-99.14285714,0.0562,2021-01-08 20:43:48Z,2021-01-05 20:59:33Z,2021-01-05 18:57:07Z,,,0,0,,2021-01-05 16:15:14Z,2021-01-05 20:27:32Z,TRUE,2.909722222,-56.73932253,3.5001,0.211666667,0,-0.368,,0,0.0104,76.68777778,-56.73932253,4.416666667,29.8,2.06185567,0,0.03,5898,1.514123711,3.8,,FUBO210108C00028000,3.6,0,af21aa5b-c272-4715-9903-c80ae9f60495,Consumer Services,??,-99.14285714,,1189,2021-01-05 16:15:14Z,-6.040268456
-27.9556699,0.6,-14.58139679,165771,put,6,Uber Technologies Inc,126627.0533,47.20916667,Software and Other Prerecorded Compact Disc  Tape  and Record Reproducing,premium,-,2021-01-05 16:05:01Z,2021-01-07 15:17:34Z,46.67833333,UBER,532.925,58.28220859,0,2021-02-05,2021-01-27 21:00:31Z,0.176388889,97.70114943,-3.623104526,45,-0.1633,3.120277778,,0,0.5706,,2021-01-05 19:12:14Z,,-0.8003,-55.96079261,-71.7791411,0.0283,2021-01-21 18:44:38Z,2021-01-07 14:45:43Z,2021-01-27 21:00:31Z,,,1.149425287,0,,2021-01-05 16:15:36Z,2021-01-05 21:15:24Z,FALSE,532.925,-56.89183782,0.815,0.176388889,0,-0.0344,,0,0.0377,386.6602778,-44.06530447,5.173055556,52.3,2.298850575,0,0.07,2034,0.35891954,1.29,,UBER210205P00045000,1.03,0,776db94b-0b70-4e3b-8a84-fac2e6ceb6fb,Technology Services,????,-91.41104294,,41,2021-01-05 16:15:36Z,-13.95793499
75.26725519,0.84,58.10738969,590035.5,call,356,SSgA Active Trust - SSgA Financial Select Sector SPDR,1.003611111,,,premium,-,2021-01-05 16:07:37Z,,,XLF,22.63277778,133.9181287,74711.78083,2022-01-21,2021-01-06 14:45:35Z,,0.441501104,38.56338961,34,0.2468,,,0,0.2177,22.63277778,,22.63277778,6.5701,71.65356364,23.97660819,0.0487,2021-01-05 16:30:03Z,,2021-01-20 14:45:30Z,2021-01-06 14:45:35Z,2021-01-12 15:00:38Z,95.58498896,18.10154525,166.8836111,,,FALSE,358.6313889,77.32630367,0.855,0.127777778,67.77041943,-0.0024,22.63277778,110634.9839,0.0927,0.373888889,86.67566352,,28.94,99.5584989,16671.19889,0.86,6901,1.467637969,2,2021-01-06 14:45:35Z,XLF220121C00034000,0.87,86.75496689,a5a3e8b6-1555-4253-a11b-ffc774705525,,????????,0.584795322,2021-01-06 14:45:35Z,1315,2021-01-05 16:15:17Z,17.48445059
22.65038924,1.78,17.48035915,54000,call,13,Invesco Capital Management LLC - Invesco QQQ Trust Series 1,23532.68417,23.11777778,,free,-,2021-01-05 16:09:37Z,2021-01-06 15:16:41Z,22.85777778,QQQ,48.90944444,218.8888889,83322.69306,2021-02-12,2021-01-07 17:04:11Z,22.60111111,23.3995585,-11.11111111,332.5,0.1636,22.60111111,,0,0.2139,70.60416667,2021-01-06 14:45:41Z,52.72805556,5.1221,55.77017415,-31.11111111,0.0115,2021-01-06 15:16:41Z,2021-01-06 15:01:05Z,2021-01-25 15:01:22Z,2021-01-08 14:45:52Z,2021-01-20 20:50:52Z,71.30242826,28.69757174,364.6875,2021-01-06 14:45:41Z,2021-01-06 14:45:41Z,FALSE,478.8625,55.15687968,1.8,0.094722222,46.799117,-0.0694,70.60416667,86835.35806,0.2476,23.11777778,14.53846154,22.60111111,309.96,76.6004415,60251.60583,0.91,300,2.803863135,5.74,2021-01-07 20:53:18Z,QQQ210212C00332500,1.82,50.77262693,43b18d53-2d2e-46b4-b5b2-c42b0abf8050,Miscellaneous,???,-49.44444444,2021-01-08 14:45:52Z,6,2021-01-05 16:15:18Z,7.271906052
-65.02864034,1.56,-65.02864034,324852,call,-22,Pinduoduo Inc - ADR,3475.285,23.11277778,Electronic Shopping,premium,-,2021-01-05 16:10:11Z,2021-01-06 15:16:57Z,22.85222222,PDD,,12.14953271,0,2021-01-08,,0.096111111,97.84946237,-43.61958502,200,0.1868,0.096111111,,0,0.9655,,2021-01-05 16:15:57Z,,0.2899,-65.02864034,-98.13084112,0.0161,2021-01-08 15:49:45Z,2021-01-06 15:01:19Z,2021-01-05 18:14:16Z,,,0,0,,2021-01-05 16:15:57Z,2021-01-06 15:01:19Z,FALSE,2.068055556,-65.02864034,1.6396,0.096111111,0,-0.6927,,0,0.0465,71.65944444,-65.02864034,22.85222222,183.75,2.150537634,0,0.03,2024,0.561290323,1.8,,PDD210108C00200000,1.65,0,57f65aa4-2831-4af8-a013-2fea1f230e02,Retail Trade,???????,-98.13084112,,359,2021-01-05 16:15:57Z,8.843537415
-28.80773275,1.58,-15.67630207,68155,call,60,BlackRock Institutional Trust Company N.A. - BTC iShares Silver Trust,114593.9978,73.09361111,,free,-,2021-01-05 16:17:26Z,2021-01-08 17:23:03Z,71.01444444,SLV,550.7408333,47.6340694,0,2021-03-31,2021-01-28 15:01:53Z,23.73388889,89.11111111,-2.111138073,27.5,0.4143,70.47416667,,0,0.4907,550.7408333,2021-01-08 14:45:53Z,550.7408333,2.086,-44.54398878,23.65930599,0.0647,2021-01-27 15:02:36Z,2021-01-08 15:18:18Z,2021-01-28 15:01:53Z,2021-01-28 15:01:53Z,,6.444444444,0,,2021-01-06 16:01:28Z,2021-01-08 15:02:34Z,FALSE,550.7408333,-49.06512881,1.5837,0.209722222,0,-0.0138,,1700.254722,0.0478,526.7527778,-40.62798034,70.75222222,25.39,10.88888889,0,0.36,430,0.878977778,2.34,2021-01-28 15:01:53Z,SLV210331C00027500,1.59,0.666666667,0548aad4-7c3d-4289-9e6f-cdb68cf0b6ef,,???,-77.28706625,,30,2021-01-05 16:30:01Z,8.310358409
-56.82628961,1.25,-38.81792418,103286.5,put,-15,Advanced Micro Devices Inc.,27248.24806,46.99611111,Semiconductor and Related Device Manufacturing,premium,-,2021-01-05 16:17:31Z,2021-01-07 15:17:17Z,46.73888889,AMD,22.98527778,35.45816733,0,2021-01-15,2021-01-06 15:16:38Z,2.169722222,94.09090909,-12.80368721,86.5,-0.2345,3.641944444,,0,0.567,,2021-01-05 19:56:02Z,22.98527778,-0.6415,-67.56247736,-98.4063745,0.0351,2021-01-15 18:51:09Z,2021-01-07 15:01:51Z,2021-01-06 15:16:38Z,,,1.818181818,0,,2021-01-05 18:27:42Z,2021-01-06 18:28:27Z,FALSE,22.98527778,-67.56247736,1.2592,0.208611111,0,-0.1313,,22.98527778,0.0474,242.5605556,-67.56247736,26.18222222,92.22,5.909090909,0,0.02,823,0.407090909,1.7,2021-01-06 15:16:38Z,AMD210115P00086500,1.26,0.454545455,bdaa68a8-4f02-4313-bf62-3519467a3c6f,Electronic Technology,??,-98.4063745,,168,2021-01-05 16:30:02Z,-6.202559098
202.0987783,0.3,131.147541,86345.5,put,-8,SSgA Active Trust - SSgA SPDR Gold Shares,23593.9125,358.7205556,,premium,-,2021-01-05 16:20:06Z,2021-01-20 15:03:20Z,358.4430556,GLD,23.44777778,696.7213115,34556.41222,2021-01-22,2021-01-06 15:46:58Z,358.4430556,23.49206349,29.78657594,171,-0.0788,358.4430556,,0,0.212,23.69694444,2021-01-20 14:46:41Z,23.44777778,-0.6926,140.9055425,-93.44262295,0.0175,2021-01-22 17:25:04Z,2021-01-20 14:46:41Z,2021-01-08 18:39:30Z,2021-01-06 16:01:55Z,2021-01-08 15:03:38Z,69.84126984,50.15873016,70.72555556,2021-01-20 14:46:41Z,2021-01-20 14:46:41Z,FALSE,74.32333333,140.9055425,0.3048,0.172777778,60.95238095,-0.0358,23.69694444,36119.12778,0.0582,409.0827778,188.1321603,358.4430556,182.28,76.50793651,28023.86889,0.02,2831,0.734761905,2.43,2021-01-06 15:46:58Z,GLD210122P00171000,0.31,64.44444444,820a130f-2bc7-484f-a0fa-00ae49d6b2e8,,????,-93.44262295,2021-01-06 16:01:55Z,210,2021-01-05 16:30:28Z,-6.188281764
-26.2745098,0.08,-26.2745098,25831.5,put,-22,Marathon Oil Corporation,680.66,25.12527778,Crude Petroleum and Natural Gas Extraction,premium,-,2021-01-05 16:22:40Z,2021-01-06 17:30:11Z,24.38861111,MRO,,17.64705882,0,2021-01-08,,1.351666667,95.55555556,-26.2745098,7,-0.2178,2.086111111,,0,0.9293,,2021-01-05 18:27:50Z,,-0.0151,-26.2745098,-52.94117647,0.4512,2021-01-06 19:12:46Z,2021-01-06 16:45:59Z,2021-01-05 21:15:10Z,,,4.444444444,0,,2021-01-05 17:43:46Z,2021-01-06 15:46:28Z,FALSE,4.875,-26.2745098,0.0849,0.125,0,-0.0297,,0,0.0021,26.835,-26.2745098,23.39666667,7.46,4.444444444,0,0.03,3039,0.062666667,0.1,,MRO210108P00007000,0.09,0,d49dc23e-40e8-4b09-9353-3072a41840f0,Energy Minerals,????????,-64.70588235,,263,2021-01-05 16:30:10Z,-6.166219839
120.6479402,0.68,129.9368668,126490,call,-8,Workhorse Group Inc,42664.43222,244.0308333,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,free,-,2021-01-05 16:24:32Z,2021-01-15 20:26:23Z,243.7477778,WKHS,2.790555556,367.6258993,14696.86861,2021-01-22,2021-01-05 19:11:58Z,238.9088889,39.44099379,56.02008959,26.5,0.2419,239.1652778,2021-01-07 17:34:36Z,6.52173913,1.1645,23.37361111,2021-01-15 15:34:27Z,23.12333333,0.2139,36.90960275,-97.12230216,0.057,2021-01-22 16:37:30Z,2021-01-15 20:09:24Z,2021-01-08 14:45:58Z,2021-01-06 15:46:57Z,2021-01-06 17:44:44Z,56.21118012,25.46583851,25.33666667,2021-01-15 15:19:04Z,2021-01-15 16:04:33Z,TRUE,70.35722222,36.90960275,0.6934,0.096666667,41.92546584,-0.0482,23.87083333,17065.14806,0.0146,408.2161111,67.11676812,239.6669444,21.54,60.55900621,7324.270833,0.02,1820,0.951521739,3.25,2021-01-06 15:31:56Z,WKHS210122C00026500,0.71,47.51552795,917cb8cb-27c8-40df-b813-ac40036905e4,Producer Manufacturing,,-97.12230216,2021-01-06 16:16:47Z,280,2021-01-05 16:30:20Z,23.02692665
24.50090744,0.12,24.50090744,18342.5,call,-22,Datadog Inc - Class A,11.01527778,,Software and Other Prerecorded Compact Disc  Tape  and Record Reproducing,premium,-,2021-01-05 16:25:15Z,,,DDOG,,31.03448276,0,2021-01-08,,,31.57894737,24.50090744,105,0.0499,,,0,0.837,,,,0.0393,24.50090744,10.34482759,0.0142,2021-01-05 16:31:16Z,,2021-01-05 20:27:15Z,,,57.89473684,0,,,,FALSE,4.033333333,24.50090744,0.1465,0.100277778,0,-0.1148,,0,0.0089,0.100277778,24.50090744,,91.995,68.42105263,0,0.16,1265,0.180526316,0.19,,DDOG210108C00105000,0.17,0,2d71198b-9cda-497a-b863-8608636ded76,Technology Services,??,10.34482759,,180,2021-01-05 16:31:16Z,14.13663786
67.69354839,0.39,63.7628866,60080,call,6,SSgA Active Trust - SSGA SPDR S&P 500,92362.17639,335.8252778,,premium,-,2021-01-05 16:32:05Z,2021-01-19 16:21:36Z,239.8075,SPY,23.73666667,162.5,10121.10556,2021-02-05,2021-01-06 16:16:17Z,22.22388889,46.66666667,27.83653846,398,0.0553,22.22388889,,0,0.1606,26.42888889,2021-01-06 14:45:31Z,23.97444444,1.7106,7.216666667,-90,0.0064,2021-01-29 21:01:27Z,2021-01-15 16:20:32Z,2021-01-08 14:45:54Z,2021-01-06 18:57:49Z,2021-01-07 15:48:09Z,45.55555556,6.444444444,47.26777778,2021-01-06 14:45:31Z,2021-01-15 15:33:55Z,FALSE,70.23027778,21.5625,0.3999,0.220833333,21.11111111,-0.0311,46.75305556,22542.98583,0.1205,580.4894444,39.4379845,239.0305556,368.85,53.33333333,2392.515278,0.04,1502,0.428866667,1.05,2021-01-06 16:30:33Z,SPY210205C00398000,0.41,35.55555556,f75ca9ab-2e3f-4e57-979c-f4bcecbc4551,,,-90,2021-01-07 15:17:16Z,12,2021-01-05 16:45:20Z,7.902941575
