underlying_purchase_price,time_to_first_plus_fifty_timestamp,rho,high_diff_time,time_to_first_minus_twenty,strike_price,amount_of_time_above_thirty_percent,theo,tags,time_to_first_plus_fifty,theta,gamma,time_to_first_plus_twenty_timestamp,time_to_first_plus_twenty,amount_of_time_above_itm_percent,industry_type,time_spent_below_zero_in_hours,time_to_first_plus_hundred,low_date_time,avg_ask,time_to_first_minus_thirty_timestamp,high_date_time,time_to_first_minus_fourty_timestamp,emojis,sector,time_to_first_plus_thirty_timestamp,avg_seven_day_return,days_to_expiry,avg_twentyone_day_return,amount_of_time_above_ten_percent,tier,avg_three_day_return,delta,volume,avg_one_day_return,amount_of_time_above_zero_percent,time_to_first_plus_fourty,time_to_first_minus_twenty_timestamp,avg_fourteen_day_return,time_to_first_plus_thirty,option_symbol,time_to_first_minus_thirty,amount_of_time_below_zero_percent,diff,time_to_first_plus_ten_timestamp,time_spent_above_fifty_in_hours,amount_of_time_above_hundred_percent,time_to_first_minus_fourty,high_return,time_to_first_minus_fifty_timestamp,low_diff_time,time_to_first_plus_ten,low,company_name,open_interest,time_spent_above_thirty_in_hours,time_to_first_plus_hundred_timestamp,ever_itm,ask,vega,ticker_symbol,high,bid,time_to_first_minus_ten,option_type,buy_amount,low_return,implied_volatility,alert_time,id,expires_at,itm_time,time_spent_above_hundred_in_hours,current_return,amount_of_time_above_fifty_percent,time_to_first_plus_fourty_timestamp,time_to_first_minus_fifty,avg_return,time_to_first_minus_ten_timestamp
40.88,,23.1848,142.8905556,,45,0,11.1495,-,,-0.01,0.012,2021-05-20 14:20:19Z,142.6272222,19.72789116,Solar Electric Power Generation,22250.84722,,2021-05-20 14:36:07Z,12.61972789,,2021-05-17 17:53:43Z,,?????????,Utilities,,9.633781764,593,13.18141606,39.45578231,free,-2.085201794,0.6074,533,2.812882185,63.60544218,,,14.45061901,,RUN230120C00045000,,36.39455782,10.07827789,2021-05-14 16:13:19Z,0,0,,35.42600897,,74.18388889,0.510555556,10.1,Sunrun Inc,147,0,,TRUE,12,0.2046,RUN,15.1,10.3,70.59833333,call,594295,-9.417040359,0.6005,2021-05-14 15:42:41Z,64fe3bae-f757-46d0-90a7-502f581ea21b,2023-01-20,2021-05-20 14:20:19Z,0,14.79820628,0,,,13.18141606,2021-05-17 14:18:35Z
183.28,,-1.6541,1.307777778,94.32888889,130,0,0.86,-,,-0.0314,0.0025,,,0,All Other Telecommunications,45910.83139,,2021-05-14 17:01:24Z,0.53502439,2021-05-18 14:35:52Z,2021-06-02 14:18:00Z,2021-05-21 14:50:32Z,?????????????????,Technology Services,,-16.35174419,40,-37.7878616,0,premium,-1.841085271,-0.0475,330,4.651162791,3.414634146,,2021-05-18 14:02:40Z,-29.29505814,,BIDU210716P00130000,94.88222222,96.58536585,-29.07027499,2021-05-14 15:56:50Z,0,0,167.1266667,10.46511628,2021-05-25 14:18:48Z,454.5844444,0.231666667,0.2,Baidu Inc - ADR,100,0,,FALSE,0.91,0.0754,BIDU,0.95,0.81,70.31583333,put,28380,-76.74418605,0.5273,2021-05-14 15:42:56Z,38223c18-585d-43d1-b98d-23a831b99090,2021-07-16,,0,-69.76744186,0,,262.5977778,-37.7878616,2021-05-17 14:01:53Z
0.6999,,-0.0959,69.98944444,98.74444444,1,0.290697674,0.3597,-,,-0.0015,1.0095,2021-05-17 13:45:03Z,69.98944444,73.25581395,Medicinal and Botanical Manufacturing,90430.40444,,2021-05-17 13:45:03Z,0.278197674,2021-05-28 14:19:42Z,2021-06-02 16:31:01Z,2021-05-28 17:29:11Z,????????,Process Industries,2021-05-17 13:45:03Z,-8.209876543,19,-22.72286822,0.290697674,premium,-3.06712963,-0.67,374,2.777777778,1.453488372,,2021-05-18 18:30:21Z,-12.87878788,69.98944444,SNDL210625P00001000,334.5669444,98.54651163,42.87755394,2021-05-14 15:55:52Z,0,0,337.725,38.88888889,2021-06-02 14:01:00Z,456.7555556,0.169722222,0.15,Sundial Growers Inc,32,69.98944444,,TRUE,0.37,0.0009,SNDL,0.5,0.35,71.36166667,put,13464,-58.33333333,1.501,2021-05-14 15:45:41Z,137790de-1937-42f0-a5ef-8975cafcee66,2021-06-25,2021-05-14 15:55:52Z,0,-50,0,,454.2552778,-22.72286822,2021-05-17 15:07:23Z
42.155,2021-05-19 13:46:27Z,-1.389,261.9575,95.33388889,39,2.325581395,0.64,-,117.9705556,-0.0148,0.0665,2021-05-17 13:45:10Z,69.94916667,0,Commercial Banking,86211.38972,,2021-05-25 13:45:40Z,0.454622093,2021-05-24 14:18:04Z,2021-06-04 19:53:07Z,2021-05-24 18:15:59Z,?????????,Finance,2021-05-17 13:45:10Z,-2.349537037,26,-28.96529797,7.848837209,free,-6.25,-0.2292,354,-2.24609375,10.1744186,117.9705556,2021-05-18 15:08:15Z,-17.63216403,69.94916667,BAC210702P00039000,238.4975,89.8255814,-7.484284189,2021-05-14 15:55:58Z,379.9280556,0,242.4627778,84.375,2021-06-01 13:46:00Z,508.0816667,0.129166667,0.18,Bank Of America Corp.,1,1045.303333,,FALSE,0.66,0.0468,BAC,1.18,0.62,4.26,put,22656,-71.875,0.2939,2021-05-14 15:48:13Z,514432e7-664f-46b3-9974-f6d7bfa975aa,2021-07-02,,0,-71.875,0.581395349,2021-05-19 13:46:27Z,429.9630556,-28.96529797,2021-05-14 20:03:49Z
53.16,2021-05-17 13:45:12Z,-2.3851,141.9627778,477.965,35,19.18604651,0.515,-,69.94555556,-0.0049,0.0081,2021-05-17 13:45:12Z,69.94555556,0,,53775.17167,,2021-05-20 13:46:14Z,0.559534884,2021-06-04 13:45:44Z,2021-06-04 13:45:44Z,2021-06-04 13:45:44Z,???????,,2021-05-17 13:45:12Z,15.04854369,194,8.647550237,33.72093023,premium,2.548543689,-0.0657,302,2.184466019,42.15116279,69.94555556,2021-06-03 13:46:22Z,9.525265652,69.94555556,XLE211217P00035000,501.9544444,57.84883721,-34.16102333,2021-05-14 15:55:59Z,2089.155278,0,501.9544444,94.17475728,,501.9544444,0.125277778,0.31,SSgA Active Trust - SSgA Energy Select Sector SPDR,2,24018.07556,,FALSE,0.54,0.0522,XLE,1,0.49,73.26361111,put,15553,-39.80582524,0.3858,2021-05-14 15:48:28Z,70060136-c015-4f7b-87ae-ec29f649a9ab,2021-12-17,,0,-39.80582524,3.488372093,2021-05-17 13:45:12Z,,8.647550237,2021-05-17 17:04:17Z
68.33,2021-06-01 14:03:10Z,14.443,433.2913889,,75,30.70175439,5.7732,-,430.1991667,-0.019,0.0189,2021-05-20 13:46:23Z,141.9194444,26.31578947,Electronics Stores,2235.571111,,2021-06-01 17:08:42Z,7.443421053,,2021-05-17 17:37:27Z,,???????????????,Retail Trade,2021-05-20 14:03:19Z,15.48749758,194,28.89040784,68.42105263,premium,1.208513709,0.4397,2057,1.731601732,87.71929825,142.4713889,,18.16974526,142.2016667,JD211217C00075000,,12.28070175,9.761451778,2021-05-14 15:56:02Z,16115.11861,0,,80.95238095,,73.77055556,0.080277778,5.25,JD.com Inc - ADR,171,44792.54333,,TRUE,6.15,0.2078,JD,10.45,5.4,2.006388889,call,1187917.5,-9.090909091,0.3966,2021-05-14 15:51:13Z,7e3d3dd5-5680-49ba-ae59-e576b334e41a,2021-12-17,2021-06-01 13:46:38Z,0,59.30735931,10.52631579,2021-05-20 14:19:30Z,,28.89040784,2021-05-14 17:51:36Z
4.45,,-0.5485,243.4413889,,6,0,2.1123,-,,-0.0118,0.1517,,,100,,9163.416667,,2021-05-24 19:24:12Z,2.122417582,,2021-05-19 14:20:16Z,,?????,,,-2.256490062,19,0.588511015,0,free,1.030290542,-0.5921,716,4.360189573,56.04395604,,,0.588511015,,UVXY210625P00006000,,43.95604396,34.83146067,2021-05-14 16:12:09Z,0,0,,10.90047393,,118.3758333,0.240555556,1.71,ProShares Trust - ProShares Ultra VIX Short-Term Futures ETF,83,0,,TRUE,2.13,0.0059,UVXY,2.34,2.09,117.8105556,put,151076,-18.95734597,1.6937,2021-05-14 15:57:43Z,e2fdae6c-aad1-47cd-a588-b936be9d6dd5,2021-06-25,2021-05-14 16:12:09Z,0,7.582938389,0,,,0.588511015,2021-05-19 13:46:21Z
19.885,2021-05-18 17:56:09Z,0.4379,334.3627778,239.1647222,25,43.14868805,0.4091,-,97.96916667,-0.0122,0.059,2021-05-18 14:18:51Z,94.3475,0,Software Publishers,12910.085,333.8019444,2021-05-28 14:19:46Z,0.67244898,,2021-05-24 15:07:53Z,,????????,Technology Services,2021-05-18 14:51:42Z,11.64907171,26,64.01194624,60.93294461,premium,10.92258749,0.1841,566,5.691056911,77.55102041,95.16944444,2021-05-24 15:07:53Z,27.27448703,94.895,PLTR210702C00025000,,22.44897959,25.72290671,2021-05-14 16:12:11Z,52958.45,28.57142857,,353.6585366,,239.1647222,0.236388889,0.32,Palantir Technologies Inc - Class A,81,56891.45611,2021-05-28 13:46:07Z,FALSE,0.42,0.0194,PLTR,1.86,0.4,171.6405556,call,23206,-21.95121951,0.618,2021-05-14 15:58:00Z,a2f273d7-a85e-45fc-ab45-934eda1036a0,2021-07-02,,43318.02889,160.9756098,35.86005831,2021-05-18 15:08:10Z,,64.01194624,2021-05-21 19:36:26Z
583.32,,2.1388,0.474722222,1.845555556,630,0,5.175,-,,-0.9545,0.0055,,,0,Automobile Manufacturing,13856.32917,,2021-05-14 16:29:17Z,1.328854962,2021-05-17 13:45:09Z,2021-05-21 17:22:36Z,2021-05-17 13:45:09Z,????????????,Consumer Durables,,-74.0711227,-16,-74.0711227,0,premium,-44.07317073,0.1948,4289,-9.918699187,0.763358779,,2021-05-14 17:51:32Z,-74.0711227,,TSLA210521C00630000,69.73916667,99.23664122,8.002468628,2021-05-14 16:12:15Z,0,0,69.73916667,5.365853659,2021-05-17 15:57:13Z,169.3633333,0.190833333,0.02,Tesla Inc,1193,0,,FALSE,5.15,0.2257,TSLA,5.4,5.1,1.288055556,call,2198112.5,-99.6097561,0.6091,2021-05-14 16:00:48Z,6e2b934f-f053-405c-9aee-9c236907ce8f,2021-05-21,,0,-99.6097561,0,,71.94027778,-74.0711227,2021-05-14 17:18:05Z
8.1,2021-05-17 13:45:29Z,1.3096,69.69833333,241.0797222,12,3.278688525,1.675,-,69.69833333,-0.0061,0.0562,2021-05-17 13:45:29Z,69.69833333,0,,21686.10361,,2021-05-17 13:45:29Z,1.709562842,,2021-05-24 17:08:22Z,,?????,,2021-05-17 13:45:29Z,7.153123273,194,2.063453226,15.30054645,premium,4.228855721,0.4788,1000,-2.089552239,24.04371585,69.69833333,2021-05-24 17:08:22Z,2.063453226,69.69833333,VIXY211217C00012000,,75.95628415,48.14814815,2021-05-14 16:12:25Z,69.69833333,0,,70.14925373,,241.0797222,0.147222222,1.4,ProShares Trust - ProShares VIX Short-Term Futures ETF,16,635.9552778,,FALSE,1.75,0.0246,VIXY,2.85,1.6,95.08388889,call,167500,-16.41791045,1.1214,2021-05-14 16:03:35Z,3e6f3230-9cdc-483e-81d3-59f829681f3d,2021-12-17,,0,-13.43283582,0.546448087,2021-05-17 13:45:29Z,,2.063453226,2021-05-18 15:08:37Z
52.96,2021-05-18 14:19:01Z,0.2195,165.6977778,69.67583333,56.5,34.81481481,0.5122,-,94.23388889,-0.0867,0.0701,2021-05-18 13:46:48Z,93.69694444,23.7037037,Software Publishers,6253.1425,145.2877778,2021-05-21 13:46:51Z,0.609481481,2021-05-17 15:24:26Z,2021-05-17 16:14:21Z,2021-05-17 16:14:21Z,??????????,Technology Services,2021-05-18 13:46:48Z,18.34591873,-16,18.34591873,39.25925926,free,-1.254045307,0.2198,4742,1.618122977,51.11111111,93.95638889,2021-05-17 13:45:32Z,18.34591873,93.69694444,SNAP210521C00056500,71.32416667,48.88888889,6.68429003,2021-05-14 16:12:42Z,4788.616111,7.407407407,72.15611111,179.6116505,,72.15611111,0.128611111,0.27,Snap Inc - Class A,1113,6447.075,2021-05-20 17:22:15Z,TRUE,0.53,0.022,SNAP,1.44,0.5,1.227777778,call,244213,-47.57281553,0.5676,2021-05-14 16:04:59Z,020e136d-e783-45b3-b2d0-9518f644438c,2021-05-21,2021-05-20 18:11:19Z,1547.078056,-37.86407767,23.7037037,2021-05-18 14:02:22Z,,18.34591873,2021-05-14 17:18:39Z
111.57,,0.761,3.146944444,69.65694444,118,2.380952381,0.635,-,,-0.0615,0.0397,2021-05-14 18:24:52Z,2.308888889,0,Semiconductor and Related Device Manufacturing,48079.24917,,2021-05-14 19:15:09Z,0.347063492,2021-05-17 14:01:58Z,2021-05-28 18:04:28Z,2021-05-17 14:01:58Z,??????,Electronic Technology,2021-05-14 18:41:23Z,-23.39457568,-9,-45.34433196,5.158730159,premium,-13.97637795,0.181,3192,25.56430446,6.349206349,2.858888889,2021-05-17 13:45:45Z,-45.34433196,2.584166667,TSM210528C00118000,69.92722222,93.65079365,5.763197992,2021-05-14 16:12:52Z,0,0,69.92722222,49.60629921,2021-05-17 14:18:25Z,337.9688889,0.108888889,0.05,Taiwan Semiconductor Manufacturing - ADR,517,19.66805556,,FALSE,0.65,0.058,TSM,0.95,0.62,69.65694444,call,202692,-92.12598425,0.3016,2021-05-14 16:06:20Z,e56098f3-9f81-492a-933a-06048457d33b,2021-05-28,,0,-88.97637795,0,2021-05-14 18:57:52Z,70.20138889,-45.34433196,2021-05-17 13:45:45Z
25.18,,0.9089,93.54138889,117.8275,23,1.461988304,2.905,-,,-0.0319,0.0788,2021-05-17 13:45:13Z,69.51805556,100,Iron and Steel Mills and Ferroalloy Manufacturing,44554.62556,,2021-05-18 13:46:37Z,2.642163743,2021-05-19 14:20:34Z,2021-05-25 19:56:29Z,2021-05-20 14:36:38Z,,Non-Energy Minerals,2021-05-17 15:07:34Z,-8.90384566,-2,-9.047719701,27.48538012,premium,17.61819314,0.737,660,6.687976395,46.78362573,93.54138889,2021-05-19 14:03:47Z,-16.01374193,70.89055556,X210604C00023000,118.1072222,53.21637427,-8.657664813,2021-05-14 17:02:01Z,0,0,142.375,44.57831325,2021-05-25 15:39:44Z,267.7058333,0.798055556,1.3,United States Steel Corp.,65,1123.393056,,TRUE,2.95,0.0198,X,4.2,2.86,117.5422222,call,191730,-55.24956971,0.6825,2021-05-14 16:14:08Z,9a311490-ac10-41c4-a5e2-c7fc551489b1,2021-06-04,2021-05-14 16:29:21Z,0,13.59724613,0,2021-05-18 13:46:37Z,263.4266667,-9.047719701,2021-05-19 13:46:40Z
12.08,,2.7177,93.53638889,165.5355556,13,0,1.275,-,,-0.0038,0.0972,2021-05-17 13:45:06Z,69.51166667,0,Elementary and Secondary Schools,86743.82722,,2021-05-18 13:46:35Z,1.161176471,2021-05-24 14:01:40Z,2021-05-24 14:34:43Z,2021-05-24 14:18:09Z,???????,Consumer Services,,3.995282323,194,-8.92733564,8.529411765,free,19.26683717,0.483,737,13.44537815,16.17647059,,2021-05-21 13:46:32Z,-8.260492952,,EDU211217C00013000,237.7877778,83.82352941,7.61589404,2021-05-14 16:29:13Z,0,0,238.0625,33.33333333,2021-05-24 14:34:43Z,238.3386111,0.246944444,0.65,New Oriental Education & Technology Group Inc. - ADR,192,0,,FALSE,1.35,0.0372,EDU,1.7,1.2,118.3841667,call,93967.5,-49.01960784,0.4394,2021-05-14 16:14:24Z,c340474e-688a-444a-b374-a08f0959a921,2021-12-17,,0,-17.64705882,0,,238.3386111,-8.92733564,2021-05-19 14:37:27Z
39.74,2021-05-27 14:35:09Z,-0.7743,333.765,117.4938889,33,30.32069971,0.9692,-,310.3044444,-0.0337,0.0288,2021-05-14 19:47:10Z,3.504722222,0,Commercial Banking,24952.345,,2021-05-28 14:02:47Z,1.111253644,2021-05-19 13:46:31Z,2021-05-19 14:20:26Z,2021-05-19 13:46:31Z,????????,Finance and Insurance,2021-05-27 13:46:07Z,-16.27173411,12,14.56223137,47.52186589,premium,0.236254296,-0.1777,9245,14.35935199,56.55976676,310.0147222,2021-05-19 13:46:31Z,4.626902307,309.4872222,VXX210618P00033000,117.4938889,43.44023324,-16.96024157,2021-05-14 16:29:17Z,27208.86806,0,117.4938889,98.96907216,2021-05-19 14:03:50Z,118.0591667,0.206666667,0.44,Barclays Bank PLC - ZC SP ETN REDEEM 23/01/2048 USD 27.193879 - Ser A,1122,41948.97111,,FALSE,0.98,0.0321,VXX,1.93,0.96,71.67416667,put,896765,-54.63917526,0.7322,2021-05-14 16:16:53Z,03e07642-0750-4d53-ba05-be798a870740,2021-06-18,,0,72.16494845,20.40816327,2021-05-27 14:17:46Z,117.7825,14.56223137,2021-05-17 15:57:20Z
44.69,,0.1513,2.917777778,69.69472222,55,0,0.275,-,,-0.0394,0.0249,,,0,Casinos (except Casino Hotels),46096.06528,,2021-05-14 19:14:42Z,0.09677551,2021-05-17 14:17:59Z,2021-05-28 14:03:08Z,2021-05-17 15:24:12Z,?????,Technology Services,,-51.45183175,-9,-64.80890538,0.408163265,premium,-26.96969697,0.0934,5665,3.376623377,2.857142857,,2021-05-17 14:01:19Z,-64.80890538,,DKNG210528C00055000,69.9725,97.14285714,23.07003804,2021-05-14 16:29:27Z,0,0,71.07611111,16.36363636,2021-05-17 18:11:00Z,333.725,0.163611111,0.02,DraftKings Inc - Class A,690,0,,FALSE,0.29,0.0147,DKNG,0.32,0.26,0.707777778,call,155787.5,-92.72727273,0.7612,2021-05-14 16:19:38Z,d0b90b5a-72e6-46fa-a3d8-2e39de24550a,2021-05-28,,0,-92.72727273,0,,73.85611111,-64.80890538,2021-05-14 17:02:06Z
22.53,,0.1851,285.4105556,117.9927778,29,2.173913043,0.8897,-,,-0.077,0.0463,2021-05-17 13:46:03Z,69.40638889,0,unknown,29505.36333,,2021-05-26 13:46:18Z,0.550380435,2021-05-19 15:58:52Z,2021-05-27 19:26:09Z,2021-05-19 17:37:48Z,??,,2021-05-17 13:46:03Z,-6.584059645,-9,-38.15950171,5.434782609,free,9.514702367,0.2506,401,9.951845907,9.782608696,123.7422222,2021-05-19 14:21:14Z,-38.15950171,69.40638889,GOTU210528C00029000,119.62,90.2173913,28.71726587,2021-05-14 16:29:48Z,0,0,121.2688889,68.53932584,2021-05-21 15:24:53Z,315.0747222,0.135555556,0.02,-,8,578.4011111,,FALSE,1.03,0.0141,GOTU,1.5,0.75,0.948055556,call,35689,-97.75280899,1.5451,2021-05-14 16:21:40Z,90b72143-6f13-4aa7-9984-c93b9a2274e1,2021-05-28,,0,-96.62921348,0,2021-05-19 20:06:12Z,167.0536111,-38.15950171,2021-05-14 17:18:33Z
20.83,2021-05-26 17:26:12Z,0.3746,459.7611111,1.755277778,25,43.44023324,0.7742,-,289.0633333,-0.0301,0.0624,2021-05-17 14:01:27Z,69.65083333,21.57434402,Motion Picture and Video Production,27079.87139,290.4766667,2021-06-02 20:08:04Z,1.345276968,2021-05-17 16:30:34Z,2021-05-24 16:17:40Z,2021-05-20 18:11:20Z,??????,Consumer Services,2021-05-26 17:09:46Z,-16.62012518,5,73.58412489,48.10495627,premium,-6.747311828,0.2701,1022,-8.202764977,50.72886297,288.7894444,2021-05-14 18:07:43Z,8.612391193,288.7894444,FUBO210611C00025000,72.13611111,49.27113703,20.01920307,2021-05-14 16:29:29Z,56900.29444,27.40524781,145.8155556,467.7419355,2021-05-21 17:23:13Z,239.9211111,0.118055556,0.26,fuboTV Inc,56,60965.49222,2021-05-26 18:51:00Z,TRUE,0.82,0.0191,FUBO,4.4,0.73,0.6625,call,79205,-66.4516129,0.9144,2021-05-14 16:22:24Z,0391f8ee-1e7b-47d3-96a5-33b2d57c0f7b,2021-06-11,2021-05-27 17:24:55Z,40934.29417,261.2903226,40.52478134,2021-05-26 17:09:46Z,169.0136111,73.58412489,2021-05-14 17:02:09Z
27.81,2021-05-18 15:26:04Z,0.3446,96.60305556,71.73194444,26,17.29323308,2.381,-,94.92694444,-0.0747,0.0969,2021-05-17 13:45:33Z,69.25166667,100,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,8827.654444,96.60305556,2021-05-18 17:06:38Z,2.45037594,2021-05-17 16:30:56Z,2021-05-21 19:20:24Z,2021-05-20 16:48:32Z,????,,2021-05-17 14:01:47Z,2.956972263,-16,2.956972263,31.57894737,premium,1.045950295,0.7158,323,-7.756948933,39.84962406,69.52222222,2021-05-17 16:14:22Z,2.956972263,69.52222222,QS210521C00026000,72.00805556,60.15037594,-6.508450198,2021-05-14 16:44:49Z,1751.5025,0.751879699,144.3013889,105.8823529,2021-05-21 14:01:37Z,170.8325,0.239444444,1.13,QuantumScape Corp - Class A,89,2295.140833,2021-05-18 17:06:38Z,TRUE,2.44,0.0131,QS,4.9,2.32,0.5125,call,76874,-52.5210084,0.8925,2021-05-14 16:30:27Z,9087749d-1acc-454c-93db-2ce7fa6746bd,2021-05-21,2021-05-14 16:44:49Z,96.60305556,-45.79831933,13.53383459,2021-05-17 14:01:47Z,165.5194444,2.956972263,2021-05-14 17:01:12Z
172.18,2021-05-17 15:08:00Z,1.9922,117.5638889,477.2494444,185,72.22222222,0.455,-,70.62138889,-0.0202,0.0188,2021-05-17 13:45:38Z,69.24861111,0,,21642.77639,117.5638889,2021-05-19 14:04:33Z,0.695350877,2021-06-03 13:45:41Z,2021-06-03 14:01:50Z,2021-06-03 14:01:50Z,???????,,2021-05-17 14:34:48Z,75.88972431,19,54.52241715,84.21052632,free,52.00945626,0.1027,501,9.743589744,87.13450292,70.06805556,2021-06-03 13:45:41Z,74.35148296,70.06805556,GLD210625C00185000,477.2494444,12.86549708,7.445696364,2021-05-14 16:44:50Z,39391.22639,14.61988304,477.5186111,175.5555556,,477.5186111,0.235277778,0.26,SSgA Active Trust - SSgA SPDR Gold Shares,41,53391.44556,2021-05-19 14:04:33Z,FALSE,0.46,0.1048,GLD,1.24,0.44,477.2494444,call,22545,-42.22222222,0.1626,2021-05-14 16:30:43Z,aac6c91c-25ee-43cf-9983-9fdbaaca638f,2021-06-25,,9810.906111,-13.33333333,59.35672515,2021-05-17 14:34:48Z,,54.52241715,2021-06-03 13:45:41Z
144.69,,1.9997,0.198055556,1.590555556,134,0,12.3986,-,,-0.2738,0.0198,,,90.98360656,Electronic Shopping,13850.17694,,2021-05-14 16:45:06Z,5.996311475,2021-05-14 18:08:39Z,2021-05-20 18:12:10Z,2021-05-17 14:18:08Z,??,Retail Trade,,-51.64264939,-16,-51.64264939,0,premium,-37.24533107,0.7881,475,-3.225806452,0,,2021-05-14 18:08:39Z,-51.64264939,,DASH210521C00134000,1.590555556,100,-7.388209275,2021-05-14 16:45:06Z,0,0,69.74861111,14.11290323,2021-05-17 14:18:08Z,145.6491667,0.198055556,2.58,DoorDash Inc - Class A,10,0,,TRUE,14.15,0.0586,DASH,14.15,10.65,1.298055556,call,589000,-79.19354839,0.7181,2021-05-14 16:33:13Z,a944cb6a-cdf5-4642-8948-5504d167f6a5,2021-05-21,2021-05-14 16:45:06Z,0,-60.48387097,0,,69.74861111,-51.64264939,2021-05-14 17:51:06Z
15.21,,5.0956,311.3936111,,10,0,10.1,-,,-0.0045,0.0094,,,100,Software Publishers,20398.1975,,2021-05-27 15:59:35Z,10.77418301,,2021-05-19 14:21:50Z,,?????????,Miscellaneous,,3.022079684,593,7.20580106,11.11111111,premium,1.214855953,0.8557,1009,3.86528894,58.16993464,,,5.364009646,,CLSK230120C00010000,,41.83006536,-34.25378041,2021-05-14 16:45:25Z,0,0,,24.37810945,,117.7644444,0.1575,9.4,Cleanspark Inc,23,0,,TRUE,10.5,0.0452,CLSK,12.5,9.6,117.7644444,call,1014045,-6.467661692,1.2149,2021-05-14 16:35:58Z,5d1a1700-a0a9-45f1-8fcf-f18e4922a79b,2023-01-20,2021-05-14 16:45:25Z,0,10.44776119,0,,,7.20580106,2021-05-19 14:21:50Z
24.69,2021-05-18 15:41:47Z,0.1721,141.1363889,0.126111111,26,58.64661654,0.98,-,95.06305556,-0.1021,0.1008,2021-05-18 14:51:44Z,94.22888889,69.92481203,Other Commercial and Service Industry Machinery Manufacturing,2038.352222,95.89444444,2021-05-20 13:46:11Z,1.40962406,2021-05-14 18:07:30Z,2021-05-17 17:54:06Z,2021-05-17 14:17:50Z,,Electronic Technology,2021-05-18 14:51:44Z,42.3862687,-16,42.3862687,69.92481203,free,-12.20538721,0.3948,5382,-17.56021756,69.92481203,95.06305556,2021-05-14 16:45:34Z,42.3862687,94.22888889,PLUG210521C00026000,1.491666667,30.07518797,5.305791819,2021-05-14 16:45:34Z,9280.308611,12.03007519,69.66388889,182.8282828,,73.26833333,0.126111111,0.51,Plug Power Inc,1760,10381.96611,2021-05-18 16:31:40Z,TRUE,1,0.0133,PLUG,2.8,0.98,0.126111111,call,532818,-48.48484848,1.1046,2021-05-14 16:38:00Z,201bdc44-5a5e-4a4b-9e3e-e5817ff22e82,2021-05-21,2021-05-18 14:35:13Z,2226.015833,97.97979798,51.87969925,2021-05-18 15:41:47Z,,42.3862687,2021-05-14 16:45:34Z
26.98,2021-05-18 14:20:16Z,1.9521,456.1391667,,25.5,58.76923077,2.96,-,93.69222222,-0.0209,0.0672,2021-05-17 14:01:35Z,69.38083333,100,Tour Operators,2105.801389,429.1219444,2021-06-02 16:47:05Z,4.480861538,,2021-05-21 20:07:57Z,,???,Consumer Services,2021-05-17 15:41:20Z,19.08271908,26,51.38045738,73.53846154,premium,20.4954955,0.6469,525,7.458419958,95.07692308,93.38916667,,34.3877551,71.04333333,CCL210702C00025500,,4.923076923,-5.485544848,2021-05-14 16:45:39Z,56454.32194,9.230769231,,146.6216216,,171.4869444,0.115277778,2.98,Carnival Corp. (Paired Stock),17,65724.10722,2021-06-01 13:46:03Z,TRUE,3.1,0.0368,CCL,7.3,2.82,,call,155400,0.675675676,0.5586,2021-05-14 16:38:44Z,667cb11d-ae27-47df-a9e9-50899aeb47b8,2021-07-02,2021-05-14 16:45:39Z,13893.71306,87.5,43.69230769,2021-05-18 14:02:05Z,,51.38045738,
37.52,2021-05-17 14:19:13Z,-1.0656,69.5325,141.5483333,35,6.726457399,0.85,-,69.5325,-0.0225,0.0698,2021-05-17 13:46:02Z,68.97944444,0,Semiconductor and Related Device Manufacturing,49799.81,,2021-05-17 14:19:13Z,0.524663677,2021-05-20 17:55:08Z,2021-05-28 15:26:38Z,2021-05-21 14:00:22Z,??????????,Electronic Technology,2021-05-17 14:19:13Z,-0.980392157,12,-38.27486151,15.69506726,free,25.78222778,-0.2723,308,4.411764706,18.38565022,69.5325,2021-05-20 14:20:10Z,-28.59020703,69.5325,ON210618P00035000,145.1311111,81.61434978,-6.71641791,2021-05-14 17:01:14Z,69.5325,0,165.2183333,58.82352941,2021-05-25 13:47:03Z,334.6561111,0.232777778,0.15,ON Semiconductor Corp.,77,1085.029722,,FALSE,0.9,0.0386,ON,1.35,0.8,141.2525,put,26180,-82.35294118,0.409,2021-05-14 16:47:16Z,3ba854a3-b233-4629-9643-7a7cc66ce35e,2021-06-18,,0,-76.47058824,0.448430493,2021-05-17 14:19:13Z,260.9963889,-38.27486151,2021-05-20 14:02:25Z
