underlying_purchase_price,time_to_first_plus_fifty_timestamp,rho,high_diff_time,time_to_first_minus_twenty,strike_price,amount_of_time_above_thirty_percent,theo,tags,time_to_first_plus_fifty,theta,gamma,time_to_first_plus_twenty_timestamp,time_to_first_plus_twenty,amount_of_time_above_itm_percent,industry_type,time_spent_below_zero_in_hours,time_to_first_plus_hundred,low_date_time,avg_ask,time_to_first_minus_thirty_timestamp,high_date_time,time_to_first_minus_fourty_timestamp,emojis,sector,time_to_first_plus_thirty_timestamp,avg_seven_day_return,days_to_expiry,avg_twentyone_day_return,amount_of_time_above_ten_percent,tier,avg_three_day_return,delta,volume,avg_one_day_return,amount_of_time_above_zero_percent,time_to_first_plus_fourty,time_to_first_minus_twenty_timestamp,avg_fourteen_day_return,time_to_first_plus_thirty,option_symbol,time_to_first_minus_thirty,amount_of_time_below_zero_percent,diff,time_to_first_plus_ten_timestamp,time_spent_above_fifty_in_hours,amount_of_time_above_hundred_percent,time_to_first_minus_fourty,high_return,time_to_first_minus_fifty_timestamp,low_diff_time,time_to_first_plus_ten,low,company_name,open_interest,time_spent_above_thirty_in_hours,time_to_first_plus_hundred_timestamp,ever_itm,ask,vega,ticker_symbol,high,bid,time_to_first_minus_ten,option_type,buy_amount,low_return,implied_volatility,alert_time,id,expires_at,itm_time,time_spent_above_hundred_in_hours,current_return,amount_of_time_above_fifty_percent,time_to_first_plus_fourty_timestamp,time_to_first_minus_fifty,avg_return,time_to_first_minus_ten_timestamp
87.235,,-2.7988,355.8269444,116.135,82,0.596421471,0.4,-,,-0.0096,0.0511,2021-05-12 20:02:34Z,170.0977778,0,,166326.9481,,2021-05-20 13:46:19Z,0.315924453,2021-05-21 14:51:02Z,2021-06-02 16:31:16Z,2021-05-24 17:41:20Z,?????????,,2021-05-13 13:46:46Z,0.681818182,40,-10.37958115,5.964214712,free,-4.196428571,-0.1578,22182,-2.760416667,15.10934394,187.8344444,2021-05-10 14:04:48Z,0.979087452,187.8344444,HYG210716P00082000,380.9055556,84.89065606,-6.001031696,2021-05-05 18:02:51Z,0,0,455.7438889,55,2021-05-27 13:46:22Z,670.5761111,0.1025,0.15,BlackRock Institutional Trust Company N.A. - BTC iShares iBoxx USD Hig,6788,875.4955556,,FALSE,0.42,0.0932,HYG,0.62,0.38,44.13583333,put,887280,-62.5,0.1214,2021-05-05 17:56:42Z,c6fe4956-dab1-4930-8509-557ed9cc4056,2021-07-16,,0,-62.5,0,2021-05-13 13:46:46Z,523.8277778,-21.01888668,2021-05-07 14:04:51Z
26.59,,18.5943,717.7555556,,15,0,9.7096,-,,-0.0004,0.0119,,,100,Petroleum Refineries,30266.22472,,2021-06-04 15:42:21Z,12.22901024,,2021-05-13 18:07:11Z,,?????,Energy Minerals,,6.451995493,593,4.940528727,1.023890785,premium,4.079758625,1,5417,4.051948052,74.06143345,,,5.81048581,,BP230120C00015000,,25.93856655,-43.58781497,2021-05-05 18:03:03Z,0,0,,15.15151515,,192.1694444,0.100555556,11.1,BP plc - ADR,1505,0,,TRUE,11.85,0.0653,BP,13.3,11.25,,call,6256635,-3.896103896,0.02,2021-05-05 17:57:01Z,3fd0a14f-644a-424f-8b9c-7917cf9b9c01,2023-01-20,2021-05-05 18:03:03Z,0,10.82251082,0,,,5.878876527,
11.54,,-1.9088,115.6866667,216.8675,9,0,0.4984,-,,-0.0021,0.0665,2021-05-06 13:46:44Z,19.69277778,0,Automobile Manufacturing,180055.3903,,2021-05-10 13:46:22Z,0.373867735,2021-05-21 15:25:05Z,2021-06-04 14:05:09Z,2021-05-26 14:02:57Z,???????,Consumer Durables,,-2.241134752,229,-15.97361478,1.002004008,premium,-2.327272727,-0.1879,6346,-1.021276596,2.204408818,,2021-05-14 18:57:13Z,-8.215384615,,F220121P00009000,381.3319444,97.79559118,-22.01039861,2021-05-05 18:19:54Z,0,0,499.9630556,32,2021-05-27 14:00:41Z,715.9997222,0.245555556,0.2,Ford Motor Co.,1219,0,,FALSE,0.52,0.0263,F,0.66,0.48,45.36555556,put,317300,-60,0.4152,2021-05-05 18:05:10Z,1397d7d4-4474-4373-85d5-44259a4166aa,2022-01-21,,0,-58,0,,523.9252778,-25.22645291,2021-05-07 15:27:06Z
78.31,,1.0626,19.6875,20.23972222,90,0.398406375,0.6649,-,,-0.029,0.0232,2021-05-06 13:46:47Z,19.6875,0,Semiconductor and Related Device Manufacturing,182422.9494,,2021-05-06 13:46:47Z,0.244302789,2021-05-06 18:11:31Z,2021-05-27 19:25:58Z,2021-05-10 14:04:30Z,????,Electronic Technology,2021-05-06 13:46:47Z,-31.55776766,5,-56.81329308,0.597609562,free,-6.110731374,0.1419,660,-4.623260278,0.796812749,,2021-05-06 14:19:55Z,-47.88497962,19.6875,AMD210611C00090000,24.09972222,99.20318725,14.92785085,2021-05-05 18:19:53Z,0,0,115.9827778,48.87218045,2021-05-10 15:17:45Z,529.3405556,0.239166667,0.05,Advanced Micro Devices Inc.,73,63.36027778,,FALSE,0.73,0.0561,AMD,0.99,0.6,0.239166667,call,43890,-92.48120301,0.3871,2021-05-05 18:05:32Z,03651e35-0e64-4439-8612-37f26aeec946,2021-06-11,,0,-90.97744361,0,,117.2036111,-63.26273852,2021-05-05 18:19:53Z
8.975,,-0.3357,20.48888889,43.635,9.5,0,0.78,-,,-0.0149,0.3552,,,18.11320755,Pipeline Transportation of Natural Gas,50654.01333,,2021-05-06 14:37:23Z,0.19845283,2021-05-07 14:04:58Z,2021-05-20 13:46:28Z,2021-05-07 14:04:58Z,??????????,Industrial Services,,-57.51299982,-16,-74.55732946,0.754716981,premium,-30.55944056,-0.7604,542,-22.36770322,3.773584906,,2021-05-07 13:46:09Z,-73.84515614,,ET210521P00009500,43.94861111,96.22641509,5.849582173,2021-05-05 18:20:19Z,0,0,43.94861111,21.79487179,2021-05-07 14:04:58Z,355.6402778,0.204444444,0.02,Energy Transfer LP - Unit,25,0,,TRUE,0.8,0.0056,ET,0.95,0.76,24.34777778,put,42276,-97.43589744,0.4418,2021-05-05 18:08:03Z,6b0b6b1e-55bf-46fc-a4f2-9e3583e16925,2021-05-21,2021-05-05 18:20:19Z,0,-97.43589744,0,,43.94861111,-74.55732946,2021-05-06 18:28:55Z
53.07,2021-05-06 14:37:02Z,-0.8145,191.6616667,380.6802778,37.5,38.82063882,0.46,-,20.43694444,-0.0125,0.0098,2021-05-06 13:46:54Z,19.60138889,0,General Freight Trucking  Local,98628.62667,139.5758333,2021-05-13 17:50:31Z,0.51,2021-05-24 14:18:47Z,2021-06-01 17:08:37Z,2021-05-25 14:02:32Z,????????,Technology Services,2021-05-06 13:46:54Z,69.62688868,40,27.9784579,49.63144963,premium,40.39525692,-0.069,3000,41.02682701,53.56265356,20.15361111,2021-05-21 14:51:38Z,60.79051383,19.60138889,LYFT210716P00037500,452.1327778,46.43734644,-29.33860938,2021-05-05 18:20:20Z,13946.6525,9.336609337,475.8619444,163.0434783,2021-05-26 14:03:55Z,646.9633333,0.158611111,0.12,Lyft Inc Cls A,578,24463.23444,2021-05-11 13:45:22Z,FALSE,0.48,0.0313,LYFT,1.21,0.44,379.8483333,put,138000,-73.91304348,0.5768,2021-05-05 18:10:49Z,a8df5ed0-b4ff-481a-bd98-c2668d9a9ad4,2021-07-16,,6811.16,-60.86956522,23.0958231,2021-05-06 14:20:02Z,499.885,10.86956522,2021-05-21 14:01:43Z
18.92,2021-05-06 17:55:22Z,-0.432,121.8961111,0.416666667,17.5,18.08219178,0.855,-,23.70972222,-0.0295,0.0946,2021-05-06 15:45:31Z,21.54555556,16.71232877,Automobile Manufacturing,81517.01278,121.8961111,2021-05-10 20:06:33Z,0.697150685,2021-05-14 18:57:46Z,2021-05-26 18:34:29Z,2021-05-17 14:34:54Z,??????,Producer Manufacturing,2021-05-06 17:55:22Z,45.38341158,-9,-18.4619082,26.02739726,free,19.55342903,-0.3155,500,21.8079922,30.1369863,23.70972222,2021-05-05 18:37:47Z,9.5606193,23.70972222,LI210528P00017500,216.7497222,69.8630137,-7.505285412,2021-05-05 18:20:41Z,3081.504167,0.547945205,284.3686111,225.1461988,2021-05-17 15:08:04Z,504.3616667,0.131666667,0.02,Li Auto Inc - ADR,19,9394.820278,2021-05-10 20:06:33Z,TRUE,1.02,0.0169,LI,2.78,0.69,0.131666667,put,42750,-97.66081871,0.7881,2021-05-05 18:12:47Z,ae8bf235-b352-4ef6-a0e1-520721b1b9f9,2021-05-28,2021-05-10 14:23:07Z,261.4572222,-97.66081871,6.02739726,2021-05-06 17:55:22Z,284.9213889,-18.4619082,2021-05-05 18:20:41Z
53.07,,1.4658,649.5288889,19.55555556,67.5,1.477832512,0.845,-,,-0.0189,0.021,2021-06-01 16:51:39Z,646.6347222,0,General Freight Trucking  Local,105458.645,,2021-06-01 19:45:18Z,0.567684729,2021-05-06 13:46:54Z,2021-05-13 17:50:31Z,2021-05-06 14:37:02Z,???,Technology Services,2021-06-01 18:18:40Z,-47.26593646,40,-42.54098214,9.359605911,premium,-36.28832706,0.1557,3041,-34.36883629,10.591133,,2021-05-06 13:46:54Z,-47.27810651,648.085,LYFT210716C00067500,19.55555556,89.408867,27.19050311,2021-05-05 18:20:20Z,0,0,20.39111111,38.46153846,2021-05-06 19:17:41Z,191.6158333,0.112777778,0.26,Lyft Inc Cls A,728,3913.119444,,FALSE,0.87,0.0564,LYFT,1.17,0.82,1.2625,call,256964.5,-69.23076923,0.483,2021-05-05 18:13:34Z,0adf5832-d845-4fa4-9ac3-b4070b2441ad,2021-07-16,,0,25.44378698,0,,25.06861111,-32.81837526,2021-05-05 19:29:19Z
26.21,,-3.5844,356.4930556,48.40111111,28,16.43286573,3.8987,-,,-0.0195,0.056,2021-05-06 14:20:11Z,19.95611111,90.58116232,Iron and Steel Mills and Ferroalloy Manufacturing,94540.67,,2021-05-20 14:52:24Z,4.177635271,2021-05-10 14:04:33Z,2021-05-10 14:04:33Z,,???????,Non-Energy Minerals,2021-05-19 13:46:40Z,-6.164835165,40,12.10121457,41.68336673,free,2.30294397,-0.5436,274,5.019094381,54.90981964,331.9625,2021-05-07 18:46:53Z,5.807692308,331.3975,X210716P00028000,115.6955556,45.09018036,6.829454407,2021-05-05 18:37:03Z,0,0,,47.43589744,,115.6955556,0.237222222,2.56,United States Steel Corp.,69,32808.25528,,TRUE,3.95,0.0462,X,5.75,3.85,46.18833333,put,106860,-34.35897436,0.6085,2021-05-05 18:22:49Z,aacc111f-c032-4c45-a07f-18336722d2b2,2021-07-16,2021-05-05 18:37:03Z,0,-14.1025641,0,2021-05-19 14:20:34Z,,7.118853091,2021-05-07 16:34:07Z
57.35,2021-06-03 14:19:17Z,7.3462,715.3727778,140.4941667,65,9.4,2.555,-,691.9330556,-0.0145,0.0275,2021-05-07 13:46:07Z,43.38027778,0,Automobile Manufacturing,92413.755,715.3727778,2021-06-04 13:45:40Z,2.53212,2021-05-12 16:13:14Z,2021-05-12 19:45:27Z,,???????????,Consumer Durables,2021-05-10 13:46:39Z,-4.713210771,131,-13.03552809,26.4,premium,12.33601508,0.3312,291,11.65424491,42,691.3911111,2021-05-11 14:52:57Z,-12.87311335,115.3891667,GM211015C00065000,165.8322222,58,13.3391456,2021-05-05 18:37:12Z,29681.18083,0.2,,109.3933464,,169.3691667,0.231666667,1.68,General Motors Company,51,32227.70833,2021-06-04 13:45:40Z,FALSE,2.6,0.1389,GM,5.35,2.51,139.3866667,call,74350.5,-34.24657534,0.344,2021-05-05 18:23:18Z,c7ebe0de-a2a7-4f42-8589-cd2d62a63b51,2021-10-15,,715.3727778,87.86692759,8.4,2021-06-03 13:46:46Z,,-0.895499022,2021-05-11 13:46:30Z
51.13,2021-05-06 14:37:01Z,-0.053,24.86,19.64138889,47.5,61.11111111,0.3977,-,20.1825,-0.2516,0.0618,2021-05-06 14:20:00Z,19.89888889,61.11111111,Software and Other Prerecorded Compact Disc  Tape  and Record Reproducing,541.5827778,20.1825,2021-05-06 19:17:40Z,0.705185185,2021-05-07 14:21:06Z,2021-05-07 15:27:08Z,2021-05-07 14:21:06Z,??????,Technology Services,2021-05-06 14:20:00Z,76.2962963,-30,76.2962963,64.81481481,premium,76.2962963,-0.1725,1922,76.32978723,66.66666667,19.89888889,2021-05-06 14:04:33Z,76.2962963,19.89888889,UBER210507P00047500,43.91722222,33.33333333,-7.099550166,2021-05-05 18:37:20Z,764.0336111,38.88888889,43.91722222,330,2021-05-07 14:21:06Z,45.01777778,0.187777778,0.07,Uber Technologies Inc,134,1026.131111,2021-05-06 14:37:01Z,TRUE,0.42,0.0099,UBER,1.72,0.38,19.34694444,put,76880,-82.5,1.0671,2021-05-05 18:26:04Z,b9ec84fd-d8eb-46b4-9aab-081e60a85318,2021-05-07,2021-05-06 14:37:01Z,556.5522222,42.5,50,2021-05-06 14:20:00Z,43.91722222,76.2962963,2021-05-06 13:46:53Z
87.82,2021-05-17 14:01:54Z,-2.6359,283.5394444,,75,28.84615385,1.0179,-,283.5394444,-0.0216,0.0168,2021-05-17 14:01:54Z,283.5394444,0,Computer Storage Device Manufacturing,597.6388889,283.5394444,2021-05-17 14:01:54Z,1.25,,2021-05-17 14:34:50Z,,??????????,Electronic Technology,2021-05-17 14:01:54Z,3.089430894,40,21.95121951,75,free,3.089430894,-0.1404,1046,3.089430894,94.23076923,283.5394444,,21.95121951,283.5394444,STX210716P00075000,,5.769230769,-14.59804145,2021-05-05 18:38:17Z,591.0894444,1.923076923,,107.804878,,284.0883333,0.145833333,0.98,Seagate Technology Plc,12,4366.356667,2021-05-17 14:01:54Z,FALSE,1.04,0.0868,STX,2.13,1.01,,put,107215,-4.390243902,0.3397,2021-05-05 18:29:32Z,125e3d96-f8ff-4d23-b8f3-3922f27d0b1f,2021-07-16,,283.5394444,9.268292683,3.846153846,2021-05-17 14:01:54Z,,21.95121951,
223.65,2021-05-11 13:46:13Z,-5.9663,169.2577778,44.69222222,211,20,3.1,-,139.2727778,-0.0873,0.0158,2021-05-06 14:20:01Z,19.83611111,0,,142819.5222,165.9955556,2021-05-12 19:45:19Z,2.47162,2021-05-21 14:17:09Z,2021-06-04 19:53:15Z,2021-05-24 14:01:46Z,?????????,,2021-05-06 14:20:01Z,34.83189459,5,1.303869274,30.2,premium,5.597371565,-0.2487,637,9.079301075,38.4,20.12,2021-05-07 15:11:23Z,25.15882787,19.83611111,IWM210611P00211000,379.7883333,61.6,-5.656159177,2021-05-05 18:37:09Z,10570.9075,2.6,451.5319444,146.4516129,2021-05-24 17:58:52Z,721.39,0.121666667,0.1,BlackRock Institutional Trust Company N.A. - BTC iShares Russell 2000,20,18660.24583,2021-05-12 16:29:35Z,FALSE,3.12,0.2257,IWM,7.64,3.08,44.125,put,197470,-96.77419355,0.2805,2021-05-05 18:29:51Z,e0244129-f2a7-49a6-9915-e0417cb1f839,2021-06-11,,2296.376667,-96.77419355,11.4,2021-05-06 14:37:03Z,455.4836111,-20.27032258,2021-05-07 14:37:21Z
40.59,,18.7489,385.1916667,,33,0,8.899,-,,-0.0042,0.0238,,,100,unknown,103019.2083,,2021-05-21 19:51:02Z,9.326462766,,2021-06-03 16:37:33Z,,?????,,,4.189678157,229,7.895157743,0,premium,-0.593008739,0.8544,14428,-0.593008739,39.89361702,,,8.668208857,,PFE1220121C00033000,,60.10638298,-18.69918699,2021-05-05 18:54:39Z,0,0,,15.73033708,,693.9669444,0.251944444,8,-,3999,0,,TRUE,9.6,0.0794,PFE1,10.3,8.2,643.3863889,call,12840920,-10.11235955,0.2765,2021-05-05 18:39:32Z,1792696b-3fc8-4fab-b6af-025838406e18,2022-01-21,2021-05-05 18:54:39Z,0,-3.370786517,0,,,4.791716471,2021-06-01 14:02:43Z
53.78,2021-05-26 14:03:23Z,2.077,720.2236111,19.95166667,57.5,20,1.7223,-,499.3841667,-0.0331,0.0472,2021-05-07 13:46:08Z,43.09666667,20.6185567,Software Publishers,85704.52583,,2021-06-04 18:53:45Z,1.558907216,2021-05-10 14:04:39Z,2021-05-13 18:07:04Z,2021-05-10 15:35:41Z,?????????????,Technology Services,2021-05-07 13:46:08Z,-29.05733722,12,-17.93042207,29.07216495,free,-7.299843014,0.3516,267,-6.705539359,35.05154639,499.3841667,2021-05-06 14:37:26Z,-34.55210656,43.09666667,TWTR210618C00057500,115.4052778,64.94845361,6.917069543,2021-05-05 18:54:45Z,10982.23694,0,116.9225,63.26530612,2021-05-12 16:13:21Z,191.4455556,0.240277778,0.6,Twitter Inc,74,55091.76861,,TRUE,1.73,0.0694,TWTR,2.8,1.7,19.40972222,call,45790.5,-65.01457726,0.4201,2021-05-05 18:40:20Z,8b58bd6b-e96a-4773-ad39-682b090739bc,2021-06-18,2021-05-26 14:03:23Z,0,49.27113703,3.711340206,2021-05-26 14:03:23Z,165.5502778,-9.101620029,2021-05-06 14:04:55Z
62.09,2021-05-11 13:46:22Z,-9.8839,191.3952778,475.8638889,57.5,22.08588957,5.3494,-,139.0497222,-0.0264,0.019,2021-05-06 14:20:34Z,19.61972222,16.56441718,,119342.9114,,2021-05-13 18:07:06Z,5.696625767,2021-05-28 14:20:38Z,2021-06-01 14:03:02Z,,??????????,Technology Services,2021-05-06 18:29:08Z,29.01902777,103,16.74225151,48.87525562,free,19.33860532,-0.3441,400,19.5245835,57.66871166,139.0497222,2021-05-25 14:35:13Z,29.52904526,23.7625,PINS210917P00057500,547.6208333,42.33128834,-7.392494766,2021-05-05 18:54:52Z,3599.353611,0,,69.1588785,,643.3275,0.191388889,3.4,Pinterest Inc - Class A,11,22336.20778,,TRUE,5.4,0.139,PINS,9.05,5.3,452.1422222,put,214000,-36.44859813,0.5133,2021-05-05 18:43:23Z,567735e8-9881-474f-a4e3-9150cae0854d,2021-09-17,2021-05-06 18:44:43Z,0,-21.4953271,3.885480573,2021-05-11 13:46:22Z,,6.478986297,2021-05-24 14:51:55Z
56.9,,0.3028,0.455,19.05972222,62.5,0,0.8378,-,,-0.1111,0.0453,,,0,Casinos (except Casino Hotels),7966.584722,,2021-05-05 19:10:57Z,0.18009901,2021-05-06 14:04:51Z,2021-05-11 18:24:15Z,2021-05-06 14:04:51Z,???????????,Technology Services,,-78.6865077,-23,-78.6865077,0,premium,-64.96594842,0.2285,2664,-62.18053632,1.98019802,,2021-05-06 13:47:14Z,-78.6865077,,DKNG210514C00062500,19.35333333,98.01980198,9.841827768,2021-05-05 18:54:56Z,0,0,19.35333333,4.142011834,2021-05-06 14:20:20Z,143.6766667,0.188055556,0.03,DraftKings Inc - Class A,663,0,,FALSE,0.87,0.0272,DKNG,0.88,0.82,0.758333333,call,225108,-96.44970414,0.7448,2021-05-05 18:43:39Z,d148f744-b751-4b25-9328-a7565fabfb45,2021-05-14,,0,-96.44970414,0,,19.61138889,-78.6865077,2021-05-05 19:29:09Z
249.48,,0.1006,1.280833333,19.01638889,275,0,0.515,-,,-0.5404,0.0084,,,0,Data Processing  Hosting  and Related Services,1404.8375,,2021-05-05 20:03:20Z,0.106041667,2021-05-06 13:47:28Z,2021-05-07 15:27:29Z,2021-05-06 13:47:28Z,????????????????????????,Technology Services,,-79.40938511,-30,-79.40938511,0,premium,-79.40938511,0.0726,4079,-78.29557713,0,,2021-05-06 13:47:28Z,-79.40938511,,PYPL210507C00275000,19.01638889,100,10.2292769,2021-05-05 18:55:26Z,0,0,19.01638889,2.912621359,2021-05-06 13:47:28Z,44.68333333,0.149166667,0.02,PayPal Holdings Inc,1192,0,,FALSE,0.53,0.026,PYPL,0.53,0.5,0.719166667,call,210068.5,-96.11650485,0.8669,2021-05-05 18:46:29Z,d6390a52-e2a5-400d-9dd2-7e01f95459ae,2021-05-07,,0,-96.11650485,0,,19.01638889,-79.40938511,2021-05-05 19:29:38Z
200,,-70.8885,193.1983333,716.5816667,135,3.107344633,10.7,-,,-0.0195,0.0023,2021-05-12 16:46:36Z,165.9561111,0,Software Publishers,41165.48667,,2021-05-13 20:01:08Z,12.36271186,,2021-06-04 19:54:35Z,,??????????,Technology Services,2021-05-13 17:51:21Z,26.14485981,593,20.72543127,37.85310734,premium,14.52846219,-0.1535,318,14.52846219,80.2259887,,2021-06-04 15:24:08Z,27.79125348,191.0352778,DOCU230120P00135000,,19.7740113,-32.5,2021-05-05 18:54:29Z,0,0,,46.72897196,,721.0891667,0.0875,8.25,DocuSign Inc,12,2272.335278,,FALSE,11.35,0.6195,DOCU,15.7,10.05,716.2594444,put,340260,-22.89719626,0.3958,2021-05-05 18:49:14Z,2d49f6ce-f756-4802-851c-ee9492032e01,2023-01-20,,0,-22.89719626,0,,,15.53936322,2021-06-04 15:04:48Z
16.25,2021-05-12 13:46:46Z,3.798,162.8469444,20.25833333,15,1.052631579,2.1,-,162.8469444,-0.0037,0.093,2021-05-12 13:46:46Z,162.8469444,100,Hydroelectric Power Generation,64379.4275,,2021-05-12 13:46:46Z,2.213552632,,2021-05-06 15:11:27Z,,???,Utilities,2021-05-12 13:46:46Z,-2.522195319,131,3.249194415,16.05263158,free,-9.02014652,0.6517,354,-9.675785208,44.47368421,162.8469444,2021-05-06 15:11:27Z,1.436130008,162.8469444,VST211015C00015000,,55.52631579,-7.692307692,2021-05-05 19:11:31Z,162.8469444,0,,76.19047619,,20.25833333,0.259444444,1.7,Vistra Corp,108,1785.675,,TRUE,2.2,0.0394,VST,3.7,2,19.14833333,call,74340,-19.04761905,0.3596,2021-05-05 18:55:57Z,147c7539-2ff5-423a-bd1f-f00a20fecf27,2021-10-15,2021-05-05 19:11:31Z,0,35.71428571,0.263157895,2021-05-12 13:46:46Z,,5.40726817,2021-05-06 14:04:51Z
34.86,2021-05-17 19:17:14Z,0.6379,306.8308333,164.7438889,37.5,7.575757576,0.95,-,288.3505556,-0.036,0.0713,2021-05-11 14:20:53Z,139.4113889,0,Family Clothing Stores,93719.82611,,2021-05-18 13:46:03Z,0.684181818,2021-05-12 19:30:03Z,2021-05-28 17:47:37Z,2021-05-13 18:06:06Z,??,Retail Trade,2021-05-12 13:46:45Z,-6.449221646,-9,-24.28862479,18.78787879,premium,0.526315789,0.3166,2733,0.526315789,24.24242424,162.8425,2021-05-12 15:40:50Z,-1.318559557,162.8425,GPS210528C00037500,168.5641667,75.75757576,7.573149742,2021-05-05 19:11:36Z,1787.493889,0,191.165,92.63157895,2021-05-20 14:03:51Z,550.8569444,0.256666667,0.02,Gap  Inc.,99,7098.861389,,FALSE,1,0.0311,GPS,1.83,0.9,0.818333333,call,259635,-97.89473684,0.5678,2021-05-05 18:56:12Z,9eb6d4ce-54b2-4744-8349-7d7366162ac8,2021-05-28,,0,-97.89473684,1.818181818,2021-05-12 13:46:45Z,355.1275,-27.98086124,2021-05-05 19:45:18Z
215.14,,-22.645,716.0963889,116.3286111,230,0,17.75,-,,-0.0726,0.016,2021-05-12 19:46:43Z,168.7958333,100,Couriers and Express Delivery Services,90168.24944,,2021-06-04 15:04:45Z,17.82881356,,2021-05-10 15:18:41Z,,???,Transportation,,2.486128895,12,-0.249007859,14.40677966,premium,0.918309859,-0.7893,663,2.284820031,45.33898305,,2021-05-10 15:18:41Z,0.252946249,,UPS210618P00230000,,54.66101695,6.907130241,2021-05-05 19:12:01Z,0,0,,26.1971831,,116.3286111,0.2175,14.15,United Parcel Service  Inc. - Class B,20,0,,TRUE,17.95,0.2131,UPS,22.4,17.55,45.04416667,put,1176825,-20.28169014,0.2384,2021-05-05 18:58:58Z,999583f5-becf-495c-8f34-8174a2679e24,2021-06-18,2021-05-05 19:12:01Z,0,15.77464789,0,,,0.444020053,2021-05-07 16:01:37Z
57.57,2021-05-12 18:56:14Z,-5.8673,186.7511111,115.3447222,62.5,13.29243354,5.925,-,167.9063889,-0.025,0.0482,2021-05-11 13:46:30Z,138.7441667,91.61554192,Automobile Manufacturing,116400.9939,,2021-05-13 13:46:55Z,5.676666667,2021-05-27 13:46:22Z,2021-06-04 18:13:16Z,2021-05-27 14:01:09Z,???????????,Consumer Durables,2021-05-11 14:52:57Z,12.33731503,12,10.79352117,39.46830266,premium,-8.065563129,-0.7409,4675,-7.172995781,46.62576687,164.9241667,2021-05-10 14:22:32Z,17.69897253,139.8516667,GM210618P00062500,522.7419444,53.37423313,8.563487928,2021-05-05 19:11:19Z,860.8516667,0,522.9883333,56.11814346,2021-06-03 13:46:46Z,719.1902778,0.157777778,1.19,General Motors Company,1176,13660.85944,,TRUE,6,0.0647,GM,9.25,5.85,25.11305556,put,2769937.5,-79.91561181,0.3357,2021-05-05 19:01:51Z,6f4510f2-1f84-4a8d-bb46-4151e70257b3,2021-06-18,2021-05-05 19:11:19Z,0,-79.74683544,1.022494888,2021-05-12 15:57:18Z,690.7486111,-4.191279887,2021-05-06 20:08:38Z
188.61,,0.631,0.718888889,19.02833333,280,0,1.7501,-,,-0.2404,0.0031,,,0,Biological Product (except Diagnostic) Manufacturing,4114.336667,,2021-05-05 19:46:23Z,1.14140625,2021-05-06 14:04:57Z,2021-05-11 19:46:38Z,2021-05-06 14:04:57Z,???,Health Technology,,-34.77678571,-16,-34.77678571,1.5625,free,-22.79503106,0.0852,282,-22.5087108,1.5625,,2021-05-06 14:04:57Z,-34.77678571,,BNTX210521C00280000,19.02833333,98.4375,48.4544828,2021-05-06 14:04:57Z,0,0,19.02833333,62.85714286,2021-05-06 18:29:01Z,144.7230556,19.02833333,0.5,BioNTech SE - ADR,6,0,,FALSE,2.5,0.0617,BNTX,2.85,1,19.02833333,call,49350,-71.42857143,1.2522,2021-05-05 19:03:15Z,6a06bc4c-b85b-4c25-9598-44b1d4277cb7,2021-05-21,,0,-71.42857143,0,,23.42944444,-34.77678571,2021-05-06 14:04:57Z
197.88,2021-05-06 13:46:12Z,-0.9435,190.7761111,215.3452778,187.5,92.21556886,1.289,-,18.69305556,-0.182,0.0216,2021-05-05 19:29:41Z,0.417777778,61.67664671,All Other Telecommunications,647.5116667,19.27222222,2021-05-13 17:51:11Z,4.336766467,2021-05-14 18:25:20Z,2021-05-14 18:25:20Z,,?????????????,Technology Services,2021-05-05 19:46:45Z,240.9808126,-23,236.1834471,97.00598802,premium,91.96481813,-0.1852,524,90.98837209,97.60479042,18.69305556,2021-05-14 18:25:20Z,236.1834471,0.702222222,BIDU210514P00187500,215.3452778,2.395209581,-5.245603396,2021-05-05 19:11:28Z,18915.02833,76.64670659,,698.4496124,,215.3452778,0.114166667,0.84,Baidu Inc - ADR,14,19070.82861,2021-05-06 14:20:57Z,TRUE,1.34,0.0834,BIDU,10.3,1.24,215.3452778,put,67596,-34.88372093,0.3962,2021-05-05 19:04:37Z,0a999d70-e72e-4451-b83e-f4c6e0b7af15,2021-05-14,2021-05-10 14:05:21Z,18014.13083,78.29457364,88.62275449,2021-05-06 13:46:12Z,,236.1834471,2021-05-14 18:25:20Z
